"year","month","day","site","side-LTERtransect","zone-LTERreplicate","transect","classcode","size","mpa_status","reserve","year_mpa","count","area"
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,6,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,7,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,8,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,9,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,10,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,11,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,12,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,13,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,14,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,1,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,2,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,3,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,4,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,5,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,6,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,7,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,8,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,9,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,10,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,1,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,2,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,3,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,4,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,5,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,6,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,7,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,8,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,9,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,10,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,11,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,12,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,13,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,14,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,15,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,16,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,17,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,18,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,19,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,20,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,1,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,2,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,3,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,4,NA
2011,12,"08","AQUE","4",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,5,NA
2011,12,"9","SRI_CLUSTER_POINT","N","INNER",2,"PANINT",7,"reference","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,4,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,5,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,6,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,7,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,8,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,9,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,4,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,5,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,6,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,7,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,8,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,9,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,10,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,11,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,12,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,13,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,14,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,4,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,5,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,6,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,7,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,8,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,9,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,10,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,4,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,5,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,6,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,7,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,8,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,9,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,10,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,11,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,2,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,3,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,1,NA
2012,1,"17","CARP","7",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,3,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,4,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,5,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,6,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,7,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,8,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,9,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,10,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,3,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,4,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,5,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,6,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,7,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,8,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,9,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,10,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,11,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,12,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,13,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,14,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,15,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,16,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,17,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,18,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,19,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,20,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,21,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,22,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,3,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,4,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,5,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,6,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,7,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,8,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,1,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,2,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,3,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,4,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,5,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,6,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,7,NA
2012,1,"18","NAPL","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,8,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",2.5,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,3,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,4,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,5,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,6,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,7,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,8,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,9,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",3.5,"SMCA","IN",2012,10,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,3,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,4,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,5,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,6,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,7,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,8,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,9,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,10,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,11,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,12,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,13,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,14,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,15,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,16,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,17,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,18,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,19,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,20,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,21,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4,"SMCA","IN",2012,22,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,3,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,4,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,5,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,6,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,7,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,8,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,9,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,10,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,11,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,12,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,13,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,14,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",4.5,"SMCA","IN",2012,15,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,3,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,4,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5,"SMCA","IN",2012,5,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",5.5,"SMCA","IN",2012,3,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,1,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,2,NA
2012,1,"19","IVEE","3",NA,NA,"STRPURAD",6,"SMCA","IN",2012,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",2.5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",2.5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",3.5,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,7,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,8,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,9,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,10,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,11,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4,"REFERENCE","OUT",0,12,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,7,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,8,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,9,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,10,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,11,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",4.5,"REFERENCE","OUT",0,12,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,7,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,8,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,9,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,10,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5,"REFERENCE","OUT",0,11,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,7,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,8,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,9,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",5.5,"REFERENCE","OUT",0,10,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,4,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,5,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,6,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,7,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6,"REFERENCE","OUT",0,8,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6.5,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6.5,"REFERENCE","OUT",0,2,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",6.5,"REFERENCE","OUT",0,3,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",7,"REFERENCE","OUT",0,1,NA
2012,1,"25","MOHK","2",NA,NA,"STRPURAD",8,"REFERENCE","OUT",0,1,NA
