campus,method,year,month,day,site,side,zone,transect,classcode,size,depth,observer,count
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.4,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.5,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.6,13.7,SCOTT HAMILTON,4
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.7,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.8,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,4.9,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.1,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.2,13.7,SCOTT HAMILTON,3
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.3,13.7,SCOTT HAMILTON,4
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.4,13.7,SCOTT HAMILTON,3
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.5,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.6,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,5.7,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,6.1,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,6.5,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,6.9,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.2,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.3,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.4,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.5,13.7,SCOTT HAMILTON,3
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.6,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.7,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.8,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,7.9,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.2,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.3,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.4,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.5,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.6,13.7,SCOTT HAMILTON,5
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.7,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,8.8,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.1,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.2,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.3,13.7,SCOTT HAMILTON,3
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.4,13.7,SCOTT HAMILTON,2
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.6,13.7,SCOTT HAMILTON,3
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,9.9,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,10.7,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,21,SCI_FORNEY,E,OUTER,2,MESFRAAD,10.8,13.7,SCOTT HAMILTON,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,2.9,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,3.4,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,3.7,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,3.8,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,4,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,4.1,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,4.4,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,4.8,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,4.9,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.1,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.4,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.5,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.6,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.7,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.8,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,5.9,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.1,7.9,AVREY PARSONS-FIELD,7
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.2,7.9,AVREY PARSONS-FIELD,8
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.3,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.4,7.9,AVREY PARSONS-FIELD,6
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.5,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.6,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.7,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.8,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,6.9,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,7,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,7.2,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,7.4,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,7.5,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,MESFRAAD,7.6,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,1,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,1.2,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,1.5,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,2,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,2.4,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,2.9,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3.1,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3.4,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3.7,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3.8,7.9,AVREY PARSONS-FIELD,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,3.9,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.1,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.2,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.3,7.9,AVREY PARSONS-FIELD,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.4,7.9,AVREY PARSONS-FIELD,9
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.5,7.9,AVREY PARSONS-FIELD,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.6,7.9,AVREY PARSONS-FIELD,6
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.7,7.9,AVREY PARSONS-FIELD,11
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.8,7.9,AVREY PARSONS-FIELD,8
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,4.9,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5.1,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5.2,7.9,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5.3,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5.5,7.9,AVREY PARSONS-FIELD,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,5.6,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,MID,1,STRPURAD,6,7.9,AVREY PARSONS-FIELD,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,1.2,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.1,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.2,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.3,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.5,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.8,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,2.9,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.1,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.2,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.4,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.7,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.8,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,3.9,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.1,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.2,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.3,11.9,LINDSEY HESLA,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.4,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.5,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.6,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.7,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.8,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,4.9,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.1,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.2,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.3,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.4,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.5,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.7,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.8,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,5.9,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.1,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.2,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.4,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.5,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,6.7,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,7.3,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,7.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,8.2,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,MESFRAAD,9.2,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,1.7,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,1.9,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.1,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.2,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.3,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.4,11.9,LINDSEY HESLA,5
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.5,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.6,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.7,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.8,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,2.9,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3,11.9,LINDSEY HESLA,8
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.1,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.2,11.9,LINDSEY HESLA,3
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.3,11.9,LINDSEY HESLA,9
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.4,11.9,LINDSEY HESLA,8
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.5,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.7,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.8,11.9,LINDSEY HESLA,4
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,3.9,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,4,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,4.3,11.9,LINDSEY HESLA,2
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,4.6,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,4.7,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,4.9,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,7,26,ARROYO_QUEMADO,E,OUTER,2,STRPURAD,5,11.9,LINDSEY HESLA,1
UCSB,SBTL_SIZEFREQ,2010,8,3,NAPLES,CEN,INNER,1,MESFRAAD,2.2,8.5,AVREY PARSONS-FIELD,3
UCSB,SBTL_SIZEFREQ,2010,8,3,NAPLES,CEN,INNER,1,MESFRAAD,2.4,8.5,AVREY PARSONS-FIELD,1
